Index,Date/Time (LST),Year,Month,Day,Time (LST),Temp (°C),Dew Point Temp (°C),Rel Hum (%),Precip. Amount (mm),Wind Dir (10s deg),Wind Spd (km/h),Stn Press (kPa)
91007,9/20/2023 21:00,2023,9,20,21:00,10.1,8.5,90,0,27,2,101.33
91067,9/20/2023 22:00,2023,9,20,22:00,9.1,8,93,0,ERROR,0,101.34
91127,9/20/2023 23:00,2023,9,20,23:00,8.5,7.8,95,0,ERROR,0,101.38
91187,9/21/2023 0:00,2023,9,21,0:00,7.8,7.1,95,0,0,1,101.41
91247,9/21/2023 1:00,2023,9,21,1:00,6.9,6.2,95,0,25,1,101.44
91307,9/21/2023 2:00,2023,9,21,2:00,7.1,6.8,98,0,25,3,101.48
91367,9/21/2023 3:00,2023,9,21,3:00,6.2,5.8,97,0,26,3,101.5
91427,9/21/2023 4:00,2023,9,21,4:00,6.7,6.4,98,0,ERROR,0,101.54
91487,9/21/2023 5:00,2023,9,21,5:00,6,5.7,98,0,ERROR,0,101.58
91547,9/21/2023 6:00,2023,9,21,6:00,6.6,6.4,98,0,25,1,101.65
91607,9/21/2023 7:00,2023,9,21,7:00,9.7,9.4,98,0,26,1,101.71
91667,9/21/2023 8:00,2023,9,21,8:00,12.3,9.3,82,0,30,5,101.73
91727,9/21/2023 9:00,2023,9,21,9:00,14.7,8.9,68,0,32,5,101.77
91787,9/21/2023 10:00,2023,9,21,10:00,16.7,8,56,0,36,2,101.78
91847,9/21/2023 11:00,2023,9,21,11:00,18.6,7.8,49,0,28,3,101.77
91907,9/21/2023 12:00,2023,9,21,12:00,19.9,7.6,45,0,28,2,101.76
91967,9/21/2023 13:00,2023,9,21,13:00,20.4,7.3,43,0,14,6,101.73
92027,9/21/2023 14:00,2023,9,21,14:00,20.6,7.1,41,0,19,6,101.7
92087,9/21/2023 15:00,2023,9,21,15:00,20.9,6.2,38,0,33,6,101.64
92147,9/21/2023 16:00,2023,9,21,16:00,21,7.4,41,0,25,3,101.63
92207,9/21/2023 17:00,2023,9,21,17:00,20.3,8.1,45,0,29,4,101.66
92267,9/21/2023 18:00,2023,9,21,18:00,16.3,9.5,64,0,29,2,101.68
92327,9/21/2023 19:00,2023,9,21,19:00,12.9,9.9,82,0,22,2,101.73
92387,9/21/2023 20:00,2023,9,21,20:00,11.2,9.2,88,0,22,3,101.76
92447,9/21/2023 21:00,2023,9,21,21:00,10.4,8.8,90,0,ERROR,0,101.75
92507,9/21/2023 22:00,2023,9,21,22:00,10.2,9,92,0,0,1,101.76
92567,9/21/2023 23:00,2023,9,21,23:00,8.8,7.8,93,0,0,1,101.77
92627,9/22/2023 0:00,2023,9,22,0:00,8.4,7.6,95,0,22,1,101.79
92687,9/22/2023 1:00,2023,9,22,1:00,8.7,8.3,98,0,22,1,101.8
92747,9/22/2023 2:00,2023,9,22,2:00,7.3,7,98,0,ERROR,0,101.82
92807,9/22/2023 3:00,2023,9,22,3:00,6.7,6.5,98,0,ERROR,0,101.83
92867,9/22/2023 4:00,2023,9,22,4:00,7.2,7,99,0,22,2,101.88
92927,9/22/2023 5:00,2023,9,22,5:00,6.2,6,99,0,22,2,101.95
92987,9/22/2023 6:00,2023,9,22,6:00,6.1,5.9,99,0,ERROR,0,102.01
93047,9/22/2023 7:00,2023,9,22,7:00,9.6,9.4,99,0,22,2,102.03
93107,9/22/2023 8:00,2023,9,22,8:00,12.6,10.7,88,0,6,5,102.05
93167,9/22/2023 9:00,2023,9,22,9:00,15.2,11.2,77,0,7,4,102.08
93227,9/22/2023 10:00,2023,9,22,10:00,17.3,10.9,66,0,9,5,102.03
93287,9/22/2023 11:00,2023,9,22,11:00,19.4,11.4,60,0,12,6,101.99
93347,9/22/2023 12:00,2023,9,22,12:00,20.2,10.8,55,0,11,5,101.97
93407,9/22/2023 13:00,2023,9,22,13:00,21.5,10.8,51,0,15,5,101.9
93467,9/22/2023 14:00,2023,9,22,14:00,22.3,9.9,45,0,17,5,101.84
93527,9/22/2023 15:00,2023,9,22,15:00,22.7,9.6,43,0,29,3,101.74
93587,9/22/2023 16:00,2023,9,22,16:00,22.6,9.6,43,0,0,1,101.71
93647,9/22/2023 17:00,2023,9,22,17:00,21.5,10.8,51,0,15,6,101.7
93707,9/22/2023 18:00,2023,9,22,18:00,19.3,11.1,59,0,15,7,101.71
93767,9/22/2023 19:00,2023,9,22,19:00,15.6,11.4,76,0,15,3,101.73
93827,9/22/2023 20:00,2023,9,22,20:00,13,11.3,89,0,ERROR,0,101.74
93887,9/22/2023 21:00,2023,9,22,21:00,12.2,10.6,90,0,ERROR,0,101.73
93947,9/22/2023 22:00,2023,9,22,22:00,11.2,10.1,93,0,ERROR,0,101.74
94007,9/22/2023 23:00,2023,9,22,23:00,11,10.4,96,0,ERROR,0,101.72
94067,9/23/2023 0:00,2023,9,23,0:00,9.9,9.3,96,0,ERROR,0,101.73
94127,9/23/2023 1:00,2023,9,23,1:00,9.6,9.3,98,0,15,3,101.75
94187,9/23/2023 2:00,2023,9,23,2:00,9.9,9.5,98,0,ERROR,0,101.71
94247,9/23/2023 3:00,2023,9,23,3:00,8.6,8.3,98,0,15,2,101.7
94307,9/23/2023 4:00,2023,9,23,4:00,9,8.8,99,0,ERROR,0,101.68
94367,9/23/2023 5:00,2023,9,23,5:00,8.4,8.2,99,0,15,2,101.69
94427,9/23/2023 6:00,2023,9,23,6:00,7.4,7.2,99,0,0,1,101.7
94487,9/23/2023 7:00,2023,9,23,7:00,9.6,9.4,99,0,ERROR,0,101.74
94547,9/23/2023 8:00,2023,9,23,8:00,11.7,11.4,98,0,0,1,101.77
94607,9/23/2023 9:00,2023,9,23,9:00,14.6,11.8,83,0,11,2,101.76
94667,9/23/2023 10:00,2023,9,23,10:00,16.4,12.2,76,0,10,3,101.73
94727,9/23/2023 11:00,2023,9,23,11:00,18.2,11.3,64,0,9,2,101.66
94787,9/23/2023 12:00,2023,9,23,12:00,20.5,12.1,58,0,8,5,101.61
94847,9/23/2023 13:00,2023,9,23,13:00,21.2,10.7,51,0,9,10,101.51
94907,9/23/2023 14:00,2023,9,23,14:00,21.8,10.7,49,0,9,9,101.48
94967,9/23/2023 15:00,2023,9,23,15:00,21.5,10.7,50,0,11,11,101.43
95027,9/23/2023 16:00,2023,9,23,16:00,21,11.3,54,0,14,7,101.41
95087,9/23/2023 17:00,2023,9,23,17:00,20.2,11.9,59,0,9,4,101.39
95147,9/23/2023 18:00,2023,9,23,18:00,17.5,12.1,70,0,7,5,101.4
95207,9/23/2023 19:00,2023,9,23,19:00,16.6,12.2,75,0,7,7,101.41
95267,9/23/2023 20:00,2023,9,23,20:00,16.3,12,75,0,9,6,101.44
95327,9/23/2023 21:00,2023,9,23,21:00,14.2,11.4,83,0,8,6,101.46
95387,9/23/2023 22:00,2023,9,23,22:00,12.3,10.6,90,0,8,3,101.46
95447,9/23/2023 23:00,2023,9,23,23:00,13.1,12.1,93,0,5,2,101.46
95507,9/24/2023 0:00,2023,9,24,0:00,11.5,10.8,96,0,5,3,101.41
95567,9/24/2023 1:00,2023,9,24,1:00,11.3,10.4,94,0,4,4,101.41
95627,9/24/2023 2:00,2023,9,24,2:00,10.9,10,94,0,3,3,101.37
