Index,Date/Time (LST),Year,Month,Day,Time (LST),Temp (°C),Dew Point Temp (°C),Rel Hum (%),Precip. Amount (mm),Wind Dir (10s deg),Wind Spd (km/h),Stn Press (kPa)
187007,11/26/2023 13:00,2023,11,26,13:00,4.3,-4.9,51,0,13,17,100.67
187067,11/26/2023 14:00,2023,11,26,14:00,4.2,-5.6,49,0,15,18,100.57
187127,11/26/2023 15:00,2023,11,26,15:00,4.3,-5.5,49,0,14,14,100.45
187187,11/26/2023 16:00,2023,11,26,16:00,3.9,-5,52,0,11,11,100.3
187247,11/26/2023 17:00,2023,11,26,17:00,3.4,-4.8,55,0,11,8,100.21
187307,11/26/2023 18:00,2023,11,26,18:00,3.2,-4.2,58,0,10,15,100.1
187367,11/26/2023 19:00,2023,11,26,19:00,2.5,-2.6,69,0,10,15,99.97
187427,11/26/2023 20:00,2023,11,26,20:00,2.3,-2.4,71,0,9,13,99.87
187487,11/26/2023 21:00,2023,11,26,21:00,2.9,-2.5,68,0,9,15,99.77
187547,11/26/2023 22:00,2023,11,26,22:00,1.9,-1.5,78,0.1,9,9,99.61
187607,11/26/2023 23:00,2023,11,26,23:00,2,-1.1,80,0.1,9,12,99.5
187667,11/27/2023 0:00,2023,11,27,0:00,1,0,93,0.8,8,12,99.4
187727,11/27/2023 1:00,2023,11,27,1:00,1.1,0.5,96,0.2,6,4,99.26
187787,11/27/2023 2:00,2023,11,27,2:00,1.8,1.3,97,0.1,11,7,99.18
187847,11/27/2023 3:00,2023,11,27,3:00,2.8,2.3,97,0,14,7,99.1
187907,11/27/2023 4:00,2023,11,27,4:00,4.1,3.2,94,0,19,11,99.05
187967,11/27/2023 5:00,2023,11,27,5:00,4.2,3.2,93,0,21,14,98.99
188027,11/27/2023 6:00,2023,11,27,6:00,4.2,3.2,93,0,21,14,98.97
188087,11/27/2023 7:00,2023,11,27,7:00,4.1,2.2,88,0,25,16,99.04
188147,11/27/2023 8:00,2023,11,27,8:00,3.7,0.8,82,0,25,18,99.1
188207,11/27/2023 9:00,2023,11,27,9:00,3.4,0.9,83,0,24,22,99.15
188267,11/27/2023 10:00,2023,11,27,10:00,3.4,0.6,81,0,25,20,99.19
188327,11/27/2023 11:00,2023,11,27,11:00,3.8,0,76,0,25,22,99.16
188387,11/27/2023 12:00,2023,11,27,12:00,4.3,-0.9,69,0,26,24,99.14
188447,11/27/2023 13:00,2023,11,27,13:00,5.2,-1.3,63,0,24,25,99.11
188507,11/27/2023 14:00,2023,11,27,14:00,4.5,-3,58,0,26,24,99.14
188567,11/27/2023 15:00,2023,11,27,15:00,2,-2.3,73,0,26,14,99.25
188627,11/27/2023 16:00,2023,11,27,16:00,2.3,-2.6,70,0,25,20,99.32
188687,11/27/2023 17:00,2023,11,27,17:00,2.1,-3.6,66,0,24,16,99.37
188747,11/27/2023 18:00,2023,11,27,18:00,-0.1,-1.9,87,0,29,24,99.47
188807,11/27/2023 19:00,2023,11,27,19:00,0.8,-3.2,75,0.4,25,19,99.47
188867,11/27/2023 20:00,2023,11,27,20:00,0.6,-4.2,70,0,27,20,99.45
188927,11/27/2023 21:00,2023,11,27,21:00,0.4,-4.5,69,0,26,18,99.42
188987,11/27/2023 22:00,2023,11,27,22:00,-1.5,-3.7,85,0,32,22,99.47
189047,11/27/2023 23:00,2023,11,27,23:00,-1.8,-4,85,0,29,13,99.47
189107,11/28/2023 0:00,2023,11,28,0:00,-1.6,-5.9,72,0,26,14,99.46
189167,11/28/2023 1:00,2023,11,28,1:00,-1.8,-5.7,75,0,26,16,99.45
189227,11/28/2023 2:00,2023,11,28,2:00,-2.4,-6.7,72,0,28,12,99.49
189287,11/28/2023 3:00,2023,11,28,3:00,-3,-8.5,65,0,26,11,99.48
189347,11/28/2023 4:00,2023,11,28,4:00,-3.2,-8.2,68,0,25,17,99.45
189407,11/28/2023 5:00,2023,11,28,5:00,-3.7,-9.1,66,0,25,14,99.46
189467,11/28/2023 6:00,2023,11,28,6:00,-4.1,-9.4,66,0,27,18,99.49
189527,11/28/2023 7:00,2023,11,28,7:00,-4.6,-9.1,71,0,27,10,99.51
189587,11/28/2023 8:00,2023,11,28,8:00,-4.5,-9.6,68,0,27,20,99.53
189647,11/28/2023 9:00,2023,11,28,9:00,-4.4,-9.8,66,0,27,21,99.56
189707,11/28/2023 10:00,2023,11,28,10:00,-4.4,-9.6,67,0,30,21,99.62
189767,11/28/2023 11:00,2023,11,28,11:00,-4.7,-10.6,64,0,29,22,99.66
189827,11/28/2023 12:00,2023,11,28,12:00,-4.6,-10.8,62,0,29,25,99.69
189887,11/28/2023 13:00,2023,11,28,13:00,-5,-11.8,59,0,29,27,99.73
189947,11/28/2023 14:00,2023,11,28,14:00,-5.1,-12,58,0,28,28,99.76
190007,11/28/2023 15:00,2023,11,28,15:00,-5.5,-11.7,62,0,29,21,99.85
190067,11/28/2023 16:00,2023,11,28,16:00,-4.9,-11.5,60,0,29,19,99.94
190127,11/28/2023 17:00,2023,11,28,17:00,-4.8,-11.1,61,0,29,25,100.04
190187,11/28/2023 18:00,2023,11,28,18:00,-5.4,-11.4,63,0,29,22,100.12
190247,11/28/2023 19:00,2023,11,28,19:00,-5.2,-10.4,67,0,29,20,100.17
190307,11/28/2023 20:00,2023,11,28,20:00,-5,-10.3,66,0,29,24,100.23
190367,11/28/2023 21:00,2023,11,28,21:00,-5.2,-10.8,65,0,28,25,100.27
190427,11/28/2023 22:00,2023,11,28,22:00,-5.8,-11.3,65,0,28,23,100.33
190487,11/28/2023 23:00,2023,11,28,23:00,-6.2,-11.4,67,0,29,20,100.36
190547,11/29/2023 0:00,2023,11,29,0:00,-6.3,-11.4,67,0,28,20,100.4
190607,11/29/2023 1:00,2023,11,29,1:00,-6.8,-11.7,68,0,26,14,100.42
190667,11/29/2023 2:00,2023,11,29,2:00,-7.2,-11.5,71,0,26,10,100.44
190727,11/29/2023 3:00,2023,11,29,3:00,-6.7,-11,71,0,25,9,100.43
190787,11/29/2023 4:00,2023,11,29,4:00,-6.5,-11,70,0,23,12,100.39
190847,11/29/2023 5:00,2023,11,29,5:00,-6.2,-10.6,71,0,25,10,100.41
190907,11/29/2023 6:00,2023,11,29,6:00,-6.1,-10.2,72,0,24,8,100.4
190967,11/29/2023 7:00,2023,11,29,7:00,-5.8,-9.6,74,0,23,10,100.41
191027,11/29/2023 8:00,2023,11,29,8:00,-5.4,-8.9,76,0,21,10,100.41
191087,11/29/2023 9:00,2023,11,29,9:00,-4.7,-8.9,72,0,20,13,100.38
191147,11/29/2023 10:00,2023,11,29,10:00,-4,-7.9,74,0,19,14,100.37
191207,11/29/2023 11:00,2023,11,29,11:00,-2.9,-7.4,71,0,19,15,100.28
191267,11/29/2023 12:00,2023,11,29,12:00,-1.3,-7.3,63,0,22,18,100.18
191327,11/29/2023 13:00,2023,11,29,13:00,0.5,-8,53,0,22,22,100.08
191387,11/29/2023 14:00,2023,11,29,14:00,0.7,-8.9,49,0,21,24,100.01
191447,11/29/2023 15:00,2023,11,29,15:00,0.3,-8,54,0,22,18,99.99
191507,11/29/2023 16:00,2023,11,29,16:00,0,-5.7,66,0,22,25,99.98
191567,11/29/2023 17:00,2023,11,29,17:00,-0.4,-4.4,74,0,22,21,99.99
191627,11/29/2023 18:00,2023,11,29,18:00,-0.6,-4.2,76,0,22,22,100.01
191687,11/29/2023 19:00,2023,11,29,19:00,-0.7,-3.7,80,0,22,23,100.02
191747,11/29/2023 20:00,2023,11,29,20:00,-0.7,-3.8,80,0,21,21,100.04
191807,11/29/2023 21:00,2023,11,29,21:00,-0.6,-4.2,77,0,21,24,100.04
191867,11/29/2023 22:00,2023,11,29,22:00,-0.6,-4.1,77,0,21,22,100.04
191927,11/29/2023 23:00,2023,11,29,23:00,-0.4,-3.9,77,0,22,15,100.02
191987,11/30/2023 0:00,2023,11,30,0:00,-0.1,-3.6,77,0,22,21,100.02
192047,11/30/2023 1:00,2023,11,30,1:00,-0.6,-2.7,86,0,21,16,100.06
192107,11/30/2023 2:00,2023,11,30,2:00,-0.9,-2.8,87,0.1,20,11,100.07
192167,11/30/2023 3:00,2023,11,30,3:00,0.1,-3.1,79,0,22,12,100.09
192227,11/30/2023 4:00,2023,11,30,4:00,-0.1,-2.9,81,0,22,9,100.11
192287,11/30/2023 5:00,2023,11,30,5:00,0.6,-2.8,78,0,22,13,100.15
192347,11/30/2023 6:00,2023,11,30,6:00,0.5,-2.5,80,0,21,13,100.17
192407,11/30/2023 7:00,2023,11,30,7:00,1.3,-2.3,77,0,23,15,100.2
192467,11/30/2023 8:00,2023,11,30,8:00,1.4,-2,78,0,22,22,100.17
192527,11/30/2023 9:00,2023,11,30,9:00,2.4,-1.3,77,0,22,26,100.15
192587,11/30/2023 10:00,2023,11,30,10:00,3.6,-1,72,0,21,25,100.18
192647,11/30/2023 11:00,2023,11,30,11:00,3.6,-1.1,71,0,23,24,100.12
192707,11/30/2023 12:00,2023,11,30,12:00,4.4,-0.5,70,0,22,23,100.04
192767,11/30/2023 13:00,2023,11,30,13:00,5.8,-0.6,63,0,23,29,99.99
192827,11/30/2023 14:00,2023,11,30,14:00,5.4,-0.6,65,0,22,26,99.95
192887,11/30/2023 15:00,2023,11,30,15:00,4.6,-0.4,70,0,21,15,99.91
192947,11/30/2023 16:00,2023,11,30,16:00,4.9,-0.1,70,0,21,28,99.89
193007,11/30/2023 17:00,2023,11,30,17:00,4.5,0,72,0,20,15,99.87
193067,11/30/2023 18:00,2023,11,30,18:00,4.3,-1,69,0,20,15,99.85
193127,11/30/2023 19:00,2023,11,30,19:00,4.4,-1.3,66,0,20,20,99.82
193187,11/30/2023 20:00,2023,11,30,20:00,4.6,-1,67,0,20,18,99.81
193247,11/30/2023 21:00,2023,11,30,21:00,4.7,-0.1,71,0,23,11,99.87
193307,11/30/2023 22:00,2023,11,30,22:00,4.7,0.4,74,0,26,8,99.92
193367,11/30/2023 23:00,2023,11,30,23:00,6.1,0.7,69,0,25,15,99.97
193427,12/1/2023 0:00,2023,12,1,0:00,6.4,0.8,68,0,23,19,100.03
193487,12/1/2023 1:00,2023,12,1,1:00,6.2,1.1,69,0,25,12,100.11
193547,12/1/2023 2:00,2023,12,1,2:00,6.6,1.4,69,0,25,12,100.19
193607,12/1/2023 3:00,2023,12,1,3:00,6.3,1.4,71,0,27,5,100.24
193667,12/1/2023 4:00,2023,12,1,4:00,3.9,1.1,82,0,22,5,100.28
193727,12/1/2023 5:00,2023,12,1,5:00,3.4,0.9,84,0,ERROR,0,100.32
193787,12/1/2023 6:00,2023,12,1,6:00,3.2,0.9,85,0,26,3,100.38
193847,12/1/2023 7:00,2023,12,1,7:00,4.7,1.5,79,0,27,5,100.48
193907,12/1/2023 8:00,2023,12,1,8:00,3.9,0.8,80,0,24,4,100.54
193967,12/1/2023 9:00,2023,12,1,9:00,4.9,2.4,84,0,24,3,100.62
194027,12/1/2023 10:00,2023,12,1,10:00,6.6,1.5,70,0,29,12,100.66
194087,12/1/2023 11:00,2023,12,1,11:00,6.8,0.2,63,0,29,13,100.68
194147,12/1/2023 12:00,2023,12,1,12:00,6.7,0.1,63,0,31,17,100.64
194207,12/1/2023 13:00,2023,12,1,13:00,6.1,-1.2,60,0,31,19,100.66
194267,12/1/2023 14:00,2023,12,1,14:00,5.6,-1.3,61,0,31,13,100.62
194327,12/1/2023 15:00,2023,12,1,15:00,5.2,-1.8,60,0,30,11,100.64
194387,12/1/2023 16:00,2023,12,1,16:00,4.8,-2.5,59,0,28,6,100.68
194447,12/1/2023 17:00,2023,12,1,17:00,4.5,-1.7,64,0,15,6,100.7
194507,12/1/2023 18:00,2023,12,1,18:00,2.8,0.2,83,0,22,5,100.72
194567,12/1/2023 19:00,2023,12,1,19:00,2.4,0.2,85,0.3,12,4,100.71
194627,12/1/2023 20:00,2023,12,1,20:00,2.1,0.6,90,0.1,12,2,100.69
194687,12/1/2023 21:00,2023,12,1,21:00,2.3,0.4,87,0,5,7,100.67
194747,12/1/2023 22:00,2023,12,1,22:00,2.1,0.1,87,0,5,11,100.64
194807,12/1/2023 23:00,2023,12,1,23:00,1.8,-0.3,86,0,4,13,100.6
194867,12/2/2023 0:00,2023,12,2,0:00,1.5,-0.3,87,0,3,10,100.61
194927,12/2/2023 1:00,2023,12,2,1:00,1.4,-0.6,87,0,1,14,100.61
194987,12/2/2023 2:00,2023,12,2,2:00,0.9,-0.7,89,0,1,16,100.62
195047,12/2/2023 3:00,2023,12,2,3:00,0.3,-0.4,95,0.2,36,10,100.66
195107,12/2/2023 4:00,2023,12,2,4:00,0.1,-0.8,94,0.1,36,13,100.6
195167,12/2/2023 5:00,2023,12,2,5:00,-0.1,-1,94,0,36,11,100.65
195227,12/2/2023 6:00,2023,12,2,6:00,-0.4,-1.2,95,0.2,36,11,100.65
195287,12/2/2023 7:00,2023,12,2,7:00,-0.7,-1.3,95,0.5,36,10,100.7
195347,12/2/2023 8:00,2023,12,2,8:00,-0.8,-1.5,95,0.5,36,14,100.75
195407,12/2/2023 9:00,2023,12,2,9:00,-0.8,-1.8,93,0.4,36,14,100.8
195467,12/2/2023 10:00,2023,12,2,10:00,-0.9,-2,92,0.3,36,11,100.85
195527,12/2/2023 11:00,2023,12,2,11:00,-0.5,-1.9,91,0.3,36,12,100.85
195587,12/2/2023 12:00,2023,12,2,12:00,0.2,-1.6,87,0.4,35,6,100.8
195647,12/2/2023 13:00,2023,12,2,13:00,0.7,-1.5,85,0.6,30,6,100.8
195707,12/2/2023 14:00,2023,12,2,14:00,1.3,-0.7,86,0,28,7,100.84
195767,12/2/2023 15:00,2023,12,2,15:00,1.4,-0.4,88,0,28,7,100.85
195827,12/2/2023 16:00,2023,12,2,16:00,1.5,-0.4,87,0,27,5,100.89
195887,12/2/2023 17:00,2023,12,2,17:00,1.2,-0.4,89,0,29,6,100.98
195947,12/2/2023 18:00,2023,12,2,18:00,1.1,-2.9,74,0,34,11,101
196007,12/2/2023 19:00,2023,12,2,19:00,0.8,-2.8,77,0,36,8,101.03
196067,12/2/2023 20:00,2023,12,2,20:00,0.5,-3.7,74,0,36,13,101.01
196127,12/2/2023 21:00,2023,12,2,21:00,0.1,-3.9,75,0,36,11,100.99
196187,12/2/2023 22:00,2023,12,2,22:00,0.1,-3.7,76,0,36,9,101
196247,12/2/2023 23:00,2023,12,2,23:00,-0.1,-4,75,0,36,9,100.98
196307,12/3/2023 0:00,2023,12,3,0:00,-0.3,-4.1,76,0,36,8,100.96
196367,12/3/2023 1:00,2023,12,3,1:00,-0.7,-4.2,77,0,1,10,100.94
196427,12/3/2023 2:00,2023,12,3,2:00,-0.8,-4.1,78,0,36,7,100.94
196487,12/3/2023 3:00,2023,12,3,3:00,-0.5,-3.2,82,0,2,6,100.92
196547,12/3/2023 4:00,2023,12,3,4:00,0.4,-1,90,0,6,15,100.81
196607,12/3/2023 5:00,2023,12,3,5:00,0.2,-2.3,83,0,5,14,100.77
196667,12/3/2023 6:00,2023,12,3,6:00,0.1,-2.6,82,0,5,15,100.71
196727,12/3/2023 7:00,2023,12,3,7:00,-0.2,-3.2,81,0,6,20,100.61
196787,12/3/2023 8:00,2023,12,3,8:00,-0.7,-3.5,81,0,6,20,100.53
196847,12/3/2023 9:00,2023,12,3,9:00,-0.7,-3.5,81,0,6,15,100.53
196907,12/3/2023 10:00,2023,12,3,10:00,-0.5,-2.6,86,0,6,16,100.44
196967,12/3/2023 11:00,2023,12,3,11:00,-0.2,-1.9,89,0.1,7,19,100.35
197027,12/3/2023 12:00,2023,12,3,12:00,-0.2,-1.4,92,1.1,7,18,100.18
197087,12/3/2023 13:00,2023,12,3,13:00,-0.1,-1.2,92,1.5,7,16,100.07
197147,12/3/2023 14:00,2023,12,3,14:00,0.1,-1,93,0.9,7,20,99.94
197207,12/3/2023 15:00,2023,12,3,15:00,0.2,-0.9,92,1,8,16,99.84
197267,12/3/2023 16:00,2023,12,3,16:00,0.2,-0.7,93,1.7,8,13,99.74
197327,12/3/2023 17:00,2023,12,3,17:00,0.1,-0.7,94,1.6,8,10,99.63
197387,12/3/2023 18:00,2023,12,3,18:00,0.2,-0.6,94,0.8,8,8,99.55
197447,12/3/2023 19:00,2023,12,3,19:00,0.2,-0.6,94,0.6,7,7,99.5
197507,12/3/2023 20:00,2023,12,3,20:00,0.1,-0.6,95,1,6,5,99.45
197567,12/3/2023 21:00,2023,12,3,21:00,-0.1,-0.8,95,1.2,7,5,99.36
197627,12/3/2023 22:00,2023,12,3,22:00,-0.1,-0.8,95,0.5,7,5,99.29
197687,12/3/2023 23:00,2023,12,3,23:00,-0.2,-1,94,0.3,7,5,99.25
197747,12/4/2023 0:00,2023,12,4,0:00,-0.5,-1.3,94,0.5,ERROR,ERROR,99.2
197807,12/4/2023 1:00,2023,12,4,1:00,-0.7,-1.4,95,0.3,ERROR,ERROR,99.17
197867,12/4/2023 2:00,2023,12,4,2:00,-0.8,-1.4,95,0.8,ERROR,ERROR,99.22
197927,12/4/2023 3:00,2023,12,4,3:00,-0.8,-1.4,95,1.1,ERROR,ERROR,99.28
197987,12/4/2023 4:00,2023,12,4,4:00,-0.8,-1.4,96,0.9,ERROR,ERROR,99.29
198047,12/4/2023 5:00,2023,12,4,5:00,-1.1,-1.8,95,1,ERROR,ERROR,99.33
198107,12/4/2023 6:00,2023,12,4,6:00,-1,-1.5,96,0.9,ERROR,ERROR,99.41
198167,12/4/2023 7:00,2023,12,4,7:00,-1.3,-1.8,96,0.8,ERROR,ERROR,99.5
198227,12/4/2023 8:00,2023,12,4,8:00,-1.1,-1.7,96,0.8,ERROR,ERROR,99.56
198287,12/4/2023 9:00,2023,12,4,9:00,-1.1,-2,94,0.2,ERROR,ERROR,99.62
198347,12/4/2023 10:00,2023,12,4,10:00,-1.1,-2.1,93,0,ERROR,ERROR,99.71
198407,12/4/2023 11:00,2023,12,4,11:00,-1,-2.3,91,0,ERROR,ERROR,99.72
198467,12/4/2023 12:00,2023,12,4,12:00,-0.7,-1.9,91,0.1,ERROR,ERROR,99.74
198527,12/4/2023 13:00,2023,12,4,13:00,-0.6,-1.8,92,0,ERROR,ERROR,99.75
198587,12/4/2023 14:00,2023,12,4,14:00,-0.5,-1.3,94,0.1,ERROR,ERROR,99.78
198647,12/4/2023 15:00,2023,12,4,15:00,-0.4,-1.2,95,0.7,ERROR,ERROR,99.86
198707,12/4/2023 16:00,2023,12,4,16:00,-1.3,-2.1,94,0.3,ERROR,ERROR,99.99
198767,12/4/2023 17:00,2023,12,4,17:00,-1.8,-2.6,94,0.5,ERROR,ERROR,100.05
198827,12/4/2023 18:00,2023,12,4,18:00,-1.9,-2.6,95,0.3,ERROR,ERROR,100.14
198887,12/4/2023 19:00,2023,12,4,19:00,-1.9,-3,93,0.1,ERROR,ERROR,100.19
198947,12/4/2023 20:00,2023,12,4,20:00,-2.1,-2.8,95,0.5,ERROR,ERROR,100.26
199007,12/4/2023 21:00,2023,12,4,21:00,-3,-3.5,96,0.2,ERROR,ERROR,100.3
199067,12/4/2023 22:00,2023,12,4,22:00,-2.8,-3.3,96,0.1,ERROR,ERROR,100.37
199127,12/4/2023 23:00,2023,12,4,23:00,-2.8,-3.7,94,0,ERROR,ERROR,100.41
199187,12/5/2023 0:00,2023,12,5,0:00,-2.7,-3.4,95,0.1,ERROR,ERROR,100.46
199247,12/5/2023 1:00,2023,12,5,1:00,-2.6,-3.4,94,0,ERROR,ERROR,100.48
199307,12/5/2023 2:00,2023,12,5,2:00,-2.5,-3.5,93,0,ERROR,ERROR,100.55
199367,12/5/2023 3:00,2023,12,5,3:00,-2.4,-3.3,94,0,ERROR,ERROR,100.63
199427,12/5/2023 4:00,2023,12,5,4:00,-2.2,-3.3,92,0,ERROR,ERROR,100.65
199487,12/5/2023 5:00,2023,12,5,5:00,-2.4,-3.7,91,0,ERROR,ERROR,100.68
199547,12/5/2023 6:00,2023,12,5,6:00,-2.7,-4,91,0,ERROR,ERROR,100.72
199607,12/5/2023 7:00,2023,12,5,7:00,-2.7,-3.9,92,0,ERROR,ERROR,100.74
199667,12/5/2023 8:00,2023,12,5,8:00,-3,-3.9,93,0,ERROR,ERROR,100.78
199727,12/5/2023 9:00,2023,12,5,9:00,-2.9,-3.7,94,0,ERROR,ERROR,100.84
199787,12/5/2023 10:00,2023,12,5,10:00,-2.8,-3.8,93,0,ERROR,ERROR,100.87
199847,12/5/2023 11:00,2023,12,5,11:00,-2.9,-4,92,0,ERROR,ERROR,100.88
199907,12/5/2023 12:00,2023,12,5,12:00,-3.1,-4,93,0,ERROR,ERROR,100.84
199967,12/5/2023 13:00,2023,12,5,13:00,-3.1,-4.2,92,0,ERROR,ERROR,100.85
200027,12/5/2023 14:00,2023,12,5,14:00,-3,-4.1,92,0,ERROR,ERROR,100.85
200087,12/5/2023 15:00,2023,12,5,15:00,-3.2,-4.2,92,0,ERROR,ERROR,100.87
200147,12/5/2023 16:00,2023,12,5,16:00,-3.3,-4.4,92,0.1,ERROR,ERROR,100.89
200207,12/5/2023 17:00,2023,12,5,17:00,-3.4,-4.7,91,0,ERROR,ERROR,100.9
200267,12/5/2023 18:00,2023,12,5,18:00,-3.7,-4.8,92,0,ERROR,ERROR,100.92
200327,12/5/2023 19:00,2023,12,5,19:00,-4.1,-5.4,91,0,ERROR,ERROR,100.96
200387,12/5/2023 20:00,2023,12,5,20:00,-4.5,-5.7,92,0,ERROR,ERROR,100.99
200447,12/5/2023 21:00,2023,12,5,21:00,-4.7,-5.9,92,0,ERROR,ERROR,101
200507,12/5/2023 22:00,2023,12,5,22:00,-4.8,-6,91,0,ERROR,ERROR,100.98
200567,12/5/2023 23:00,2023,12,5,23:00,-4.9,-6.2,91,0,ERROR,ERROR,100.98
200627,12/6/2023 0:00,2023,12,6,0:00,-5.7,-7.1,90,0,ERROR,ERROR,100.98
200687,12/6/2023 1:00,2023,12,6,1:00,-6.5,-8.1,89,0,ERROR,ERROR,100.97
200747,12/6/2023 2:00,2023,12,6,2:00,-6.8,-8.3,89,0,ERROR,ERROR,100.97
200807,12/6/2023 3:00,2023,12,6,3:00,-7.2,-8.9,88,0,ERROR,ERROR,100.98
200867,12/6/2023 4:00,2023,12,6,4:00,-7.7,-9.3,88,0,ERROR,ERROR,100.96
200927,12/6/2023 5:00,2023,12,6,5:00,-8.6,-9.9,90,0,ERROR,ERROR,100.97
200987,12/6/2023 6:00,2023,12,6,6:00,-9.9,-12.2,83,0,ERROR,ERROR,101
201047,12/6/2023 7:00,2023,12,6,7:00,-11.3,-13.8,82,0,ERROR,ERROR,101.07
201107,12/6/2023 8:00,2023,12,6,8:00,-11.9,-14.4,82,0,ERROR,ERROR,101.1
201167,12/6/2023 9:00,2023,12,6,9:00,-12,-15.1,78,0,ERROR,ERROR,101.13
201227,12/6/2023 10:00,2023,12,6,10:00,-11.4,-15.1,74,0,ERROR,ERROR,101.16
201287,12/6/2023 11:00,2023,12,6,11:00,-10.8,-14.7,73,0,ERROR,ERROR,101.12
201347,12/6/2023 12:00,2023,12,6,12:00,-10.7,-14.6,73,0,ERROR,ERROR,101.08
201407,12/6/2023 13:00,2023,12,6,13:00,-10.3,-14.4,72,0,ERROR,ERROR,101.05
201467,12/6/2023 14:00,2023,12,6,14:00,-9.9,-13.8,73,0,31,4,101.04
201527,12/6/2023 15:00,2023,12,6,15:00,-10,-13.2,78,0,29,4,101.05
201587,12/6/2023 16:00,2023,12,6,16:00,-10,-12.6,81,0,32,4,101.08
201647,12/6/2023 17:00,2023,12,6,17:00,-10.5,-13.7,77,0,32,4,101.06
201707,12/6/2023 18:00,2023,12,6,18:00,-11.9,-14.4,82,0,29,3,101.09
201767,12/6/2023 19:00,2023,12,6,19:00,-11.5,-13.7,84,0,30,5,101.1
201827,12/6/2023 20:00,2023,12,6,20:00,-12.6,-14.3,87,0,28,3,101.08
201887,12/6/2023 21:00,2023,12,6,21:00,-15.2,-16.1,93,0,27,1,101.06
201947,12/6/2023 22:00,2023,12,6,22:00,-14.8,-16.3,88,0,23,3,101.01
202007,12/6/2023 23:00,2023,12,6,23:00,-13.7,-15.3,88,0,25,3,101.02
202067,12/7/2023 0:00,2023,12,7,0:00,-13.9,-15.6,87,0,21,4,100.97
202127,12/7/2023 1:00,2023,12,7,1:00,-14.3,-16,87,0,19,3,100.89
202187,12/7/2023 2:00,2023,12,7,2:00,-13.9,-15.6,87,0,22,4,100.9
202247,12/7/2023 3:00,2023,12,7,3:00,-13.2,-15,87,0,21,3,100.9
202307,12/7/2023 4:00,2023,12,7,4:00,-12.9,-14.8,86,0,20,3,100.79
202367,12/7/2023 5:00,2023,12,7,5:00,-12.6,-14.4,87,0,ERROR,0,100.74
202427,12/7/2023 6:00,2023,12,7,6:00,-11.6,-13.4,86,0,21,2,100.72
202487,12/7/2023 7:00,2023,12,7,7:00,-11.1,-12.9,87,0,0,1,100.69
202547,12/7/2023 8:00,2023,12,7,8:00,-10.8,-12.7,86,0.1,8,4,100.63
202607,12/7/2023 9:00,2023,12,7,9:00,-10.9,-12.7,86,0,8,3,100.59
202667,12/7/2023 10:00,2023,12,7,10:00,-10.2,-12.3,85,0.1,8,3,100.62
202727,12/7/2023 11:00,2023,12,7,11:00,-10,-12.1,84,0.4,8,5,100.54
202787,12/7/2023 12:00,2023,12,7,12:00,-9.5,-11.6,85,0.2,8,5,100.43
202847,12/7/2023 13:00,2023,12,7,13:00,-9.3,-11.3,85,0.2,8,5,100.39
202907,12/7/2023 14:00,2023,12,7,14:00,-8.9,-10.9,86,0.2,8,6,100.35
202967,12/7/2023 15:00,2023,12,7,15:00,-8.7,-10.5,87,0.1,7,5,100.42
203027,12/7/2023 16:00,2023,12,7,16:00,-8.4,-10.3,86,0,8,6,100.44
203087,12/7/2023 17:00,2023,12,7,17:00,-8.1,-9.9,86,0,8,4,100.52
203147,12/7/2023 18:00,2023,12,7,18:00,-8,-9.9,86,0,8,6,100.55
203207,12/7/2023 19:00,2023,12,7,19:00,-7.8,-9.8,86,0,6,3,100.63
203267,12/7/2023 20:00,2023,12,7,20:00,-7.7,-9.8,85,0,8,5,100.67
203327,12/7/2023 21:00,2023,12,7,21:00,-7.6,-9.6,85,0,6,3,100.73
203387,12/7/2023 22:00,2023,12,7,22:00,-7.5,-10,82,0,7,4,100.74
203447,12/7/2023 23:00,2023,12,7,23:00,-7.3,-9.5,84,0,6,3,100.78
203507,12/8/2023 0:00,2023,12,8,0:00,-7.1,-8.8,88,0,6,4,100.82
203567,12/8/2023 1:00,2023,12,8,1:00,-6.8,-8.9,85,0,6,3,100.89
203627,12/8/2023 2:00,2023,12,8,2:00,-6.7,-9.2,83,0,5,3,100.96
203687,12/8/2023 3:00,2023,12,8,3:00,-6.8,-9.3,82,0,6,4,101
203747,12/8/2023 4:00,2023,12,8,4:00,-6.6,-9.4,81,0,7,5,101.05
203807,12/8/2023 5:00,2023,12,8,5:00,-6.6,-9.5,80,0,8,5,101.07
203867,12/8/2023 6:00,2023,12,8,6:00,-6.7,-9.2,83,0,8,4,101.13
203927,12/8/2023 7:00,2023,12,8,7:00,-6.7,-8.9,84,0,8,5,101.15
203987,12/8/2023 8:00,2023,12,8,8:00,-6.5,-8.9,83,0,7,7,101.2
204047,12/8/2023 9:00,2023,12,8,9:00,-6.4,-8.5,85,0,8,7,101.23
204107,12/8/2023 10:00,2023,12,8,10:00,-6.1,-8.5,83,0,9,9,101.21
204167,12/8/2023 11:00,2023,12,8,11:00,-5.7,-8.1,83,0,9,7,101.25
204227,12/8/2023 12:00,2023,12,8,12:00,-5.4,-7.6,84,0,8,11,101.13
204287,12/8/2023 13:00,2023,12,8,13:00,-5,-7.2,85,0,8,12,101.09
204347,12/8/2023 14:00,2023,12,8,14:00,-4.8,-6.9,85,0,7,11,101.02
